Online ISBN,Author,Book Title,Series,Category,Publisher,Product Group,Core Subjects,Cambridge Core DOI/URL
9.78E+12,Torsvik/Cocks,Earth History and Palaeogeography,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Structural Geology, Tectonics and Geodynamics, Earth and Environmental Science: General Interest",https://doi.org/10.1017/9781316225523
9.78E+12,Liou/Yang,Light Scattering by Ice Crystals,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Remote Sensing and Gis, Atmospheric Science and Meteorology",https://doi.org/10.1017/CBO9781139030052
9.78E+12,Trelka/Cummings,Pearls and Pitfalls in Forensic Pathology,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Pathology and Laboratory Science, Medical Law, Ethics and forensic Medicine",https://doi.org/10.1017/CBO9781139628945
9.78E+12,Hutton,A Mathematical and Philosophical Dictionary,Cambridge Library Collection - Physical  Sciences,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, General Science, Engineering, History of Mathematical Texts, History of Science, Engineering: General Interest",https://doi.org/10.1017/CBO9781139923637
9.78E+12,Bouma/van Beukering,Ecosystem Services,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Social Sciences, Science and Engineering, Economics, Life Sciences, Natural Resource and Environmental Economics, Ecology and Conservation",https://doi.org/10.1017/CBO9781107477612
9.78E+12,Cannesson/Pearse,Perioperative Hemodynamic Monitoring and Goal Directed Therapy,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Anesthesia,  Intensive Care, Pain Management",https://doi.org/10.1017/CBO9781107257115
9.78E+12,Foley,Membrane Filtration,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Chemical Engineering, Engineering Mathematics and Programming",https://doi.org/10.1017/CBO9781139236843
9.78E+12,Helffer,Spectral Theory and its Applications,Cambridge Studies in Advanced Mathematics,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Mathematics, Theoretical Physics and Mathematical Physics, Differential and Integral Equations, Dynamical Systems and Control Theory, Recreational Mathematics",https://doi.org/10.1017/CBO9781139505727
9.78E+12,Stefan et al,Case Studies in Epilepsy,Case Studies in Neurology,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Neurology and Clinical Neuroscience",https://doi.org/10.1017/CBO9780511706103
9.78E+12,Rudolph/Fager/Root,Nonlinear Transistor Model Parameter Extraction Techniques,The Cambridge RF and Microwave Engineering Series,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, RF and Microwave Engineering, Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/CBO9781139014960
9.78E+12,Schroers,Ordinary Differential Equations,AIMS Library of Mathematical Sciences,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Physics And Astronomy, Differential and Integral Equations, Dynamical Systems and Control Theory, Mathematical Methods, Recreational Mathematics, General and Classical Physics",https://doi.org/10.1017/CBO9781139057707
9.78E+12,Melosh,Planetary Surface Processes,Cambridge Planetary Science,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Earth and Environmental Sciences, Computational Science and Modelling, History of Astronomy and Cosmology, Planetary Science and Astrobiology",https://doi.org/10.1017/CBO9780511977848
9.78E+12,Jordan et al,Climate Change Policy in the European Union,,Monographs,Cambridge University Press,Cambridge Books Online,"Social Sciences, Science and Engineering, Economics, Earth and Environmental Sciences, Natural Resource and Environmental Economics, Environmental Policy, Economics and Law",https://doi.org/10.1017/CBO9781139042772
9.78E+12,Bryan,Introduction to the Science of Medical Imaging,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Medicine, Biomedical Engineering, Medical Imaging",https://doi.org/10.1017/CBO9780511994685
9.78E+12,Sen/Singer/Pedroso de Lima,From Finite Sample to Asymptotic Methods in Statistics,Cambridge Series in Statistical and Probabilistic Mathematics,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Statistics and Probability, General Statistics and Probability, Statistical Theory and Methods, Statistics for Life Sciences, Medicine and Health",https://doi.org/10.1017/CBO9780511806957
9.78E+12,Gask et al,Primary Care Mental Health,,Professional and Individual Purchase,Royal College of Psychiatrists,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://www.cambridge.org/core/product/identifier/9781108584128/type/BOOK
9.78E+12,Kudesia/Wreghitt,Clinical and Diagnostic Virology,Cambridge Clinical Guides,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Medicine, Life Sciences, Infectious Disease, Pathology and Laboratory Science, Microbiology and Immunology",https://doi.org/10.1017/CBO9780511575778
9.78E+12,Holscher/Munk,Information Processing by Neuronal Populations,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Computer Science, Neurosciences, Computational Biology and Bioinformatics",https://doi.org/10.1017/CBO9780511541650
9.78E+12,Catanzano,How to Think Like a Radiologist,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Medical Imaging",https://doi.org/10.1017/CBO9780511575143
9.78E+12,Andretta/Kearnes/Zambella,Logic Colloquium 2004,Lecture Notes in Logic,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Humanities, Mathematics, Computer Science, Philosophy, Logic, Categories and Sets, Programming Languages and Applied Logic, Logic",https://doi.org/10.1017/CBO9780511721151
9.78E+12,Simson/Skowronski,Elements of the Representation Theory of Associative Algebras,London Mathematical Society Student Texts,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Algebra, Recreational Mathematics",https://doi.org/10.1017/CBO9780511619403
9.78E+12,Wymeersch,Iterative Receiver Design,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Computer Science, Wireless Communications, Cryptography, Cryptology and Coding",https://doi.org/10.1017/CBO9780511619199
9.78E+12,Arvin et al,Human Herpesviruses,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Infectious Disease",https://doi.org/10.1017/CBO9780511545313
9.78E+12,Schoenfeld,Assessing Mathematical Proficiency,Mathematical Sciences Research Institute Publications,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Social Sciences, Science and Engineering, Psychology, Mathematics, Educational Psychology, Real and Complex Analysis, Recreational Mathematics",https://doi.org/10.1017/CBO9780511755378
9.79E+12,,Energy Perspectives on Singapore and the Region,,Books for Research,ISEASeYusof Ishak Institute,Institute of Southeast Asian Studies,"Science and Engineering, Engineering, Energy Technology",https://www.cambridge.org/core/product/identifier/9789812305794/type/BOOK
9.78E+12,Clark,The Worldwide Crisis in Fisheries,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Life Sciences, Economics, Ecology and Conservation, Natural Resource and Environmental Economics",https://doi.org/10.1017/CBO9780511617966
9.78E+12,Biglieri et al,MIMO Wireless Communications,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Wireless Communications, Communications and Signal Processing",https://doi.org/10.1017/CBO9780511618420
9.78E+12,Blackwell/MacKay,Power,Darwin College Lectures,Trade Titles,Cambridge University Press,Cambridge Books Online,"Science and Engineering, General Science, Popular Science, History of Science",https://doi.org/10.1017/CBO9780511541407
9.78E+12,Heifetz/Tirion,A Walk through the Heavens,,Trade Titles,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Practical and Amateur Astronomy",https://doi.org/10.1017/CBO9780511584374
9.79E+12,Ghotge,Livestock and Livelihoods,,Books for Research,Foundation Books,Foundation Books,"Science and Engineering, Earth and Environmental Sciences, Life Sciences, Environmental Science, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/UPO9788175968745
9.78E+12,Fisch/Bruera,Handbook of Advanced Cancer Care,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Anesthesia,  Intensive Care, Pain Management, Oncology",https://doi.org/10.1017/CBO9780511527081
9.78E+12,Jeyendran,Sperm Collection and Processing Methods,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/CBO9780511545184
9.78E+12,Boesch/Hohmann/Marchant,Behavioural Diversity in Chimpanzees and Bonobos,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Animal Behaviour, Biological Anthropology and Primatology",https://doi.org/10.1017/CBO9780511606397
9.78E+12,Kroll/Condoor/Jansson,Innovative Conceptual Design,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Engineering: General Interest, Engineering Design, Kinematics, and Robotics",https://doi.org/10.1017/CBO9780511612923
9.78E+12,Strange,Relativistic Quantum Mechanics,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Theoretical Physics and Mathematical Physics, Quantum Physics, Quantum Information and Quantum Computation",https://doi.org/10.1017/CBO9780511622755
9.78E+12,Ragnarsson/Nilsson,Shapes and Shells in Nuclear Structure,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Particle Physics and Nuclear Physics",https://doi.org/10.1017/CBO9780511563973
9.78E+12,Sazhin,Whistler-mode Waves in a Hot Plasma,Cambridge Atmospheric and Space Science Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Atmospheric Science and Meteorology",https://doi.org/10.1017/CBO9780511525094
9.78E+12,Wood/Battino,Thermodynamics of Chemical Systems,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Chemistry, Physical Chemistry",https://doi.org/10.1017/CBO9780511564369
9.78E+12,Kington,The Weather of the 1780s Over Europe,,Monographs,Cambridge University Press,Cambridge Books Online,"Social Sciences, Science and Engineering, History, Earth and Environmental Sciences, History of Science: General Interest, Atmospheric Science and Meteorology",https://doi.org/10.1017/CBO9780511735721
9.78E+12,Rooij/Schikhof,A Second Course on Real Functions,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Real and Complex Analysis",https://doi.org/10.1017/CBO9780511569241
9.78E+12,Rutherford/Chadwick/Ellis,Radiations from Radioactive Substances,Cambridge Library Collection - Physical  Sciences,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Social Sciences, Engineering, Physics And Astronomy, History, Engineering: General Interest, Atomic Physics, Molecular Physics and Chemical Physics, History of Science: General Interest",https://doi.org/10.1017/CBO9780511707179
